name,team_name,game_date,season,espn_player_id,team_id,espn_game_id,period,minutes_remaining,seconds_remaining,shot_made_flag,action_type,shot_type,shot_distance,opponent,x,y,dribbles,touch_time,defender_name,defender_distance,shot_clock
"Kevin Durant","Golden State Warriors",2017-12-22,2017,3202,1610612744,400975230,4,1,08,0,"Pullup Jump shot","2PT Field Goal",20,"Los Angeles Lakers",58,195,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-12-22,2017,3202,1610612744,400975230,3,0,01,0,"Pullup Jump shot","3PT Field Goal",30,"Los Angeles Lakers",143,274,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-12-22,2017,3202,1610612744,400975230,4,4,43,1,"Pullup Jump shot","2PT Field Goal",17,"Los Angeles Lakers",130,120,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-12-22,2017,3202,1610612744,400975230,4,3,34,0,"Pullup Jump shot","3PT Field Goal",26,"Los Angeles Lakers",-134,227,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-04-05,2017,3202,1610612744,400975921,2,2,18,1,"Pullup Jump shot","2PT Field Goal",18,"Indiana Pacers",143,125,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-04-05,2017,3202,1610612744,400975921,2,2,57,0,"Pullup Jump shot","3PT Field Goal",27,"Indiana Pacers",121,247,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-04-05,2017,3202,1610612744,400975921,1,1,04,0,"Pullup Jump shot","2PT Field Goal",15,"Indiana Pacers",18,155,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-04-05,2017,3202,1610612744,400975921,1,2,40,0,"Pullup Jump shot","3PT Field Goal",25,"Indiana Pacers",-198,162,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-12-29,2017,3202,1610612744,400975274,1,5,15,1,"Pullup Jump shot","2PT Field Goal",18,"Charlotte Hornets",122,143,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-12-29,2017,3202,1610612744,400975274,3,5,38,0,"Pullup Jump shot","2PT Field Goal",18,"Charlotte Hornets",99,153,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-12-29,2017,3202,1610612744,400975274,4,4,06,1,"Pullup Jump shot","3PT Field Goal",26,"Charlotte Hornets",84,247,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-12-29,2017,3202,1610612744,400975274,2,4,32,1,"Pullup Jump shot","2PT Field Goal",16,"Charlotte Hornets",106,122,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-03-02,2017,3202,1610612744,400975674,3,0,38,1,"Pullup Jump shot","2PT Field Goal",12,"Atlanta Hawks",-49,115,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-03-02,2017,3202,1610612744,400975674,3,4,49,1,"Pullup Jump shot","2PT Field Goal",13,"Atlanta Hawks",6,134,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-03-02,2017,3202,1610612744,400975674,1,8,25,1,"Pullup Jump shot","2PT Field Goal",18,"Atlanta Hawks",-83,164,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-03-02,2017,3202,1610612744,400975674,3,8,25,1,"Pullup Jump shot","2PT Field Goal",19,"Atlanta Hawks",-70,182,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-03-02,2017,3202,1610612744,400975674,4,3,17,0,"Pullup Jump shot","2PT Field Goal",13,"Atlanta Hawks",-33,130,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-03-02,2017,3202,1610612744,400975674,4,0,52,0,"Pullup Jump shot","2PT Field Goal",17,"Atlanta Hawks",-62,163,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-10-17,2017,3202,1610612744,400974438,1,5,57,0,"Pullup Jump shot","2PT Field Goal",11,"Houston Rockets",6,118,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-10-17,2017,3202,1610612744,400974438,3,4,17,1,"Pullup Jump shot","2PT Field Goal",11,"Houston Rockets",-114,22,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-10-17,2017,3202,1610612744,400974438,2,2,34,0,"Pullup Jump shot","2PT Field Goal",17,"Houston Rockets",101,147,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-10-23,2017,3202,1610612744,400974796,2,9,29,1,"Pullup Jump shot","2PT Field Goal",13,"Dallas Mavericks",110,72,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-11-16,2017,3202,1610612744,400974966,2,3,24,0,"Pullup Jump shot","2PT Field Goal",21,"Boston Celtics",14,219,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-10-30,2017,3202,1610612744,400974851,1,7,42,0,"Pullup Jump shot","2PT Field Goal",14,"Los Angeles Clippers",125,75,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-11-16,2017,3202,1610612744,400974966,1,4,08,0,"Pullup Jump shot","2PT Field Goal",20,"Boston Celtics",93,180,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-11-16,2017,3202,1610612744,400974966,1,9,45,0,"Pullup Jump shot","3PT Field Goal",27,"Boston Celtics",114,255,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-11-16,2017,3202,1610612744,400974966,3,4,59,1,"Pullup Jump shot","2PT Field Goal",19,"Boston Celtics",82,174,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-11-16,2017,3202,1610612744,400974966,3,9,22,1,"Pullup Jump shot","3PT Field Goal",24,"Boston Celtics",147,191,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-11-16,2017,3202,1610612744,400974966,1,2,10,0,"Pullup Jump shot","2PT Field Goal",16,"Boston Celtics",43,162,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-12-30,2017,3202,1610612744,400975281,1,7,06,1,"Pullup Jump shot","3PT Field Goal",26,"Memphis Grizzlies",-77,258,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-10-23,2017,3202,1610612744,400974796,2,5,55,0,"Pullup Jump shot","2PT Field Goal",9,"Dallas Mavericks",98,6,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-10-23,2017,3202,1610612744,400974796,4,10,35,1,"Pullup Jump shot","3PT Field Goal",26,"Dallas Mavericks",-132,231,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-01-25,2017,3202,1610612744,400975459,1,4,26,1,"Pullup Jump shot","3PT Field Goal",25,"Minnesota Timberwolves",135,222,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-01-25,2017,3202,1610612744,400975459,3,10,08,1,"Pullup Jump shot","3PT Field Goal",26,"Minnesota Timberwolves",-5,263,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-01-25,2017,3202,1610612744,400975459,3,3,18,1,"Pullup Jump shot","3PT Field Goal",24,"Minnesota Timberwolves",-169,182,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-01-25,2017,3202,1610612744,400975459,1,7,48,1,"Pullup Jump shot","2PT Field Goal",18,"Minnesota Timberwolves",-77,167,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-12-14,2017,3202,1610612744,400975168,1,2,54,1,"Pullup Jump shot","3PT Field Goal",25,"Dallas Mavericks",9,259,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-12-14,2017,3202,1610612744,400975168,3,7,20,1,"Pullup Jump shot","2PT Field Goal",18,"Dallas Mavericks",168,73,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-12-14,2017,3202,1610612744,400975168,1,1,51,1,"Pullup Jump shot","2PT Field Goal",11,"Dallas Mavericks",-40,112,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-12-14,2017,3202,1610612744,400975168,3,4,42,1,"Pullup Jump shot","3PT Field Goal",27,"Dallas Mavericks",114,251,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-12-14,2017,3202,1610612744,400975168,2,1,48,1,"Pullup Jump shot","2PT Field Goal",18,"Dallas Mavericks",-126,132,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-12-14,2017,3202,1610612744,400975168,3,0,27,1,"Pullup Jump shot","3PT Field Goal",27,"Dallas Mavericks",-5,272,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-12-14,2017,3202,1610612744,400975168,3,3,06,0,"Pullup Jump shot","3PT Field Goal",26,"Dallas Mavericks",147,216,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-12-14,2017,3202,1610612744,400975168,3,6,49,1,"Pullup Jump shot","3PT Field Goal",26,"Dallas Mavericks",130,227,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-11-29,2017,3202,1610612744,400975063,2,2,47,1,"Pullup Jump shot","2PT Field Goal",9,"Los Angeles Lakers",98,18,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-12-30,2017,3202,1610612744,400975281,3,2,48,1,"Pullup Jump shot","2PT Field Goal",19,"Memphis Grizzlies",-100,171,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-12-30,2017,3202,1610612744,400975281,1,0,57,1,"Pullup Jump shot","2PT Field Goal",18,"Memphis Grizzlies",-103,148,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-12-30,2017,3202,1610612744,400975281,3,0,07,1,"Pullup Jump shot","3PT Field Goal",29,"Memphis Grizzlies",132,264,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-12-06,2017,3202,1610612744,400975109,2,1,10,0,"Pullup Jump shot","2PT Field Goal",11,"Charlotte Hornets",-74,90,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-11-29,2017,3202,1610612744,400975063,5,2,26,1,"Pullup Jump shot","2PT Field Goal",11,"Los Angeles Lakers",33,111,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-11-29,2017,3202,1610612744,400975063,2,4,24,1,"Pullup Jump shot","2PT Field Goal",14,"Los Angeles Lakers",46,133,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-11-29,2017,3202,1610612744,400975063,3,9,02,0,"Pullup Jump shot","2PT Field Goal",12,"Los Angeles Lakers",-5,125,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-11-29,2017,3202,1610612744,400975063,4,0,06,0,"Pullup Jump shot","2PT Field Goal",19,"Los Angeles Lakers",-33,193,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-11-29,2017,3202,1610612744,400975063,1,11,04,0,"Pullup Jump shot","3PT Field Goal",28,"Los Angeles Lakers",-163,235,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-11-29,2017,3202,1610612744,400975063,3,2,55,1,"Pullup Jump shot","2PT Field Goal",19,"Los Angeles Lakers",-43,189,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-11-29,2017,3202,1610612744,400975063,1,6,02,0,"Pullup Jump shot","2PT Field Goal",18,"Los Angeles Lakers",59,180,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-02-02,2017,3202,1610612744,400975520,2,6,10,1,"Pullup Jump shot","2PT Field Goal",12,"Sacramento Kings",70,105,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-12-01,2017,3202,1610612744,400975069,1,11,40,0,"Pullup Jump shot","2PT Field Goal",15,"Orlando Magic",78,133,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-01-17,2017,3202,1610612744,400975403,3,6,06,0,"Pullup Jump shot","2PT Field Goal",16,"Chicago Bulls",163,35,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-01-17,2017,3202,1610612744,400975403,2,0,45,1,"Pullup Jump shot","2PT Field Goal",14,"Chicago Bulls",33,143,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-01-17,2017,3202,1610612744,400975403,3,7,39,1,"Pullup Jump shot","2PT Field Goal",20,"Chicago Bulls",72,194,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-01-17,2017,3202,1610612744,400975403,1,10,55,1,"Pullup Jump shot","2PT Field Goal",15,"Chicago Bulls",-14,154,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-10-25,2017,3202,1610612744,400974814,4,6,56,1,"Pullup Jump shot","2PT Field Goal",16,"Toronto Raptors",-22,164,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-12-06,2017,3202,1610612744,400975109,1,4,39,0,"Pullup Jump shot","3PT Field Goal",24,"Charlotte Hornets",-60,242,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-12-06,2017,3202,1610612744,400975109,3,11,31,1,"Pullup Jump shot","2PT Field Goal",10,"Charlotte Hornets",93,58,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-12-06,2017,3202,1610612744,400975109,1,3,12,1,"Pullup Jump shot","2PT Field Goal",12,"Charlotte Hornets",-43,115,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-04-07,2017,3202,1610612744,400975941,2,1,17,0,"Pullup Jump shot","3PT Field Goal",26,"New Orleans Pelicans",-25,263,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-04-07,2017,3202,1610612744,400975941,4,3,39,1,"Pullup Jump shot","2PT Field Goal",18,"New Orleans Pelicans",99,162,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-04-07,2017,3202,1610612744,400975941,4,6,40,1,"Pullup Jump shot","3PT Field Goal",26,"New Orleans Pelicans",-154,213,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-04-07,2017,3202,1610612744,400975941,3,8,53,1,"Pullup Jump shot","3PT Field Goal",25,"New Orleans Pelicans",23,253,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-01-27,2017,3202,1610612744,400975474,4,7,23,1,"Pullup Jump shot","2PT Field Goal",17,"Boston Celtics",-5,176,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-10-25,2017,3202,1610612744,400974814,3,8,02,1,"Pullup Jump shot","2PT Field Goal",14,"Toronto Raptors",131,52,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-10-25,2017,3202,1610612744,400974814,4,11,22,1,"Pullup Jump shot","2PT Field Goal",14,"Toronto Raptors",136,36,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-12-23,2017,3202,1610612744,400975240,3,8,01,0,"Pullup Jump shot","3PT Field Goal",25,"Denver Nuggets",164,189,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-12-23,2017,3202,1610612744,400975240,1,3,56,1,"Pullup Jump shot","2PT Field Goal",16,"Denver Nuggets",97,137,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-12-23,2017,3202,1610612744,400975240,4,6,35,0,"Pullup Jump shot","3PT Field Goal",26,"Denver Nuggets",16,260,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-11-22,2017,3202,1610612744,400975014,4,8,46,1,"Pullup Jump shot","3PT Field Goal",25,"Oklahoma City Thunder",153,201,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-11-22,2017,3202,1610612744,400975014,1,6,31,1,"Pullup Jump shot","3PT Field Goal",25,"Oklahoma City Thunder",109,225,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-11-22,2017,3202,1610612744,400975014,4,11,16,0,"Pullup Jump shot","2PT Field Goal",10,"Oklahoma City Thunder",-107,-4,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-11-22,2017,3202,1610612744,400975014,3,7,26,0,"Pullup Jump shot","3PT Field Goal",24,"Oklahoma City Thunder",-96,227,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-11-22,2017,3202,1610612744,400975014,2,9,09,0,"Pullup Jump shot","2PT Field Goal",16,"Oklahoma City Thunder",107,123,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-11-22,2017,3202,1610612744,400975014,2,5,26,1,"Pullup Jump shot","2PT Field Goal",13,"Oklahoma City Thunder",100,88,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-12-25,2017,3202,1610612744,400974446,2,3,08,1,"Pullup Jump shot","3PT Field Goal",26,"Cleveland Cavaliers",86,246,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-02-24,2017,3202,1610612744,400975633,2,2,18,1,"Pullup Jump shot","3PT Field Goal",26,"Oklahoma City Thunder",189,185,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-02-24,2017,3202,1610612744,400975633,2,7,21,0,"Pullup Jump shot","2PT Field Goal",17,"Oklahoma City Thunder",-144,95,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-10-27,2017,3202,1610612744,400974826,3,10,07,1,"Pullup Jump shot","3PT Field Goal",26,"Washington Wizards",13,264,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-10-27,2017,3202,1610612744,400974826,2,0,45,1,"Pullup Jump shot","3PT Field Goal",25,"Washington Wizards",-134,221,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-11-02,2017,3202,1610612744,400974868,3,7,20,1,"Pullup Jump shot","2PT Field Goal",14,"San Antonio Spurs",-128,64,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-11-02,2017,3202,1610612744,400974868,2,6,10,0,"Pullup Jump shot","2PT Field Goal",20,"San Antonio Spurs",144,150,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-11-02,2017,3202,1610612744,400974868,3,10,05,1,"Pullup Jump shot","3PT Field Goal",24,"San Antonio Spurs",108,225,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-11-02,2017,3202,1610612744,400974868,1,5,27,0,"Pullup Jump shot","2PT Field Goal",6,"San Antonio Spurs",-40,50,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-11-02,2017,3202,1610612744,400974868,3,0,28,0,"Pullup Jump shot","3PT Field Goal",25,"San Antonio Spurs",55,248,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-11-02,2017,3202,1610612744,400974868,1,4,53,0,"Pullup Jump shot","2PT Field Goal",13,"San Antonio Spurs",-100,94,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-02-10,2017,3202,1610612744,400975577,1,7,34,1,"Pullup Jump shot","2PT Field Goal",18,"San Antonio Spurs",109,148,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-02-10,2017,3202,1610612744,400975577,3,7,25,0,"Pullup Jump shot","2PT Field Goal",16,"San Antonio Spurs",127,112,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-01-20,2017,3202,1610612744,400975425,1,4,45,1,"Pullup Jump shot","3PT Field Goal",25,"Houston Rockets",171,192,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-10-27,2017,3202,1610612744,400974826,4,10,56,1,"Pullup Jump shot","3PT Field Goal",26,"Washington Wizards",-180,199,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-10-27,2017,3202,1610612744,400974826,4,4,57,1,"Pullup Jump shot","3PT Field Goal",28,"Washington Wizards",-14,281,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-10-27,2017,3202,1610612744,400974826,4,1,20,1,"Pullup Jump shot","2PT Field Goal",16,"Washington Wizards",-5,169,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-02-03,2017,3202,1610612744,400975528,2,11,45,0,"Pullup Jump shot","2PT Field Goal",15,"Denver Nuggets",55,148,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-02-03,2017,3202,1610612744,400975528,4,7,44,1,"Pullup Jump shot","2PT Field Goal",15,"Denver Nuggets",-49,152,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-02-03,2017,3202,1610612744,400975528,3,6,04,1,"Pullup Jump shot","2PT Field Goal",18,"Denver Nuggets",-99,158,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-02-03,2017,3202,1610612744,400975528,2,7,38,1,"Pullup Jump shot","2PT Field Goal",20,"Denver Nuggets",152,132,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-12-08,2017,3202,1610612744,400975119,2,0,49,1,"Pullup Jump shot","2PT Field Goal",16,"Detroit Pistons",-25,161,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-12-08,2017,3202,1610612744,400975119,3,7,14,1,"Pullup Jump shot","2PT Field Goal",16,"Detroit Pistons",79,141,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-02-03,2017,3202,1610612744,400975528,4,6,43,1,"Pullup Jump shot","2PT Field Goal",21,"Denver Nuggets",10,210,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-04-07,2017,3202,1610612744,400975941,4,4,52,1,"Pullup Jump shot","3PT Field Goal",25,"New Orleans Pelicans",70,250,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-01-27,2017,3202,1610612744,400975474,1,5,52,1,"Pullup Jump shot","3PT Field Goal",24,"Boston Celtics",-86,234,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-01-27,2017,3202,1610612744,400975474,1,7,10,1,"Pullup Jump shot","2PT Field Goal",15,"Boston Celtics",98,122,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-04-07,2017,3202,1610612744,400975941,1,8,40,1,"Pullup Jump shot","3PT Field Goal",28,"New Orleans Pelicans",-137,246,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-04-07,2017,3202,1610612744,400975941,1,2,50,0,"Pullup Jump shot","2PT Field Goal",17,"New Orleans Pelicans",41,165,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-04-07,2017,3202,1610612744,400975941,1,0,28,0,"Pullup Jump shot","3PT Field Goal",27,"New Orleans Pelicans",-92,259,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-11-11,2017,3202,1610612744,400974935,2,5,24,1,"Pullup Jump shot","2PT Field Goal",18,"Philadelphia 76ers",-98,151,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-01-10,2017,3202,1610612744,400975359,2,2,47,1,"Pullup Jump shot","3PT Field Goal",27,"Los Angeles Clippers",178,205,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-01-10,2017,3202,1610612744,400975359,2,6,39,1,"Pullup Jump shot","3PT Field Goal",26,"Los Angeles Clippers",-147,221,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-01-10,2017,3202,1610612744,400975359,4,6,04,1,"Pullup Jump shot","2PT Field Goal",18,"Los Angeles Clippers",106,146,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-01-10,2017,3202,1610612744,400975359,3,9,01,1,"Pullup Jump shot","3PT Field Goal",25,"Los Angeles Clippers",155,201,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-01-10,2017,3202,1610612744,400975359,2,6,13,1,"Pullup Jump shot","2PT Field Goal",18,"Los Angeles Clippers",93,155,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-11-11,2017,3202,1610612744,400974935,3,3,25,1,"Pullup Jump shot","2PT Field Goal",11,"Philadelphia 76ers",-3,113,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-12-11,2017,3202,1610612744,400975146,3,10,23,0,"Pullup Jump shot","2PT Field Goal",12,"Portland Trail Blazers",-57,116,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-12-20,2017,3202,1610612744,400975215,2,2,54,1,"Pullup Jump shot","2PT Field Goal",18,"Memphis Grizzlies",-125,136,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-12-20,2017,3202,1610612744,400975215,2,0,48,0,"Pullup Jump shot","2PT Field Goal",12,"Memphis Grizzlies",124,38,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-12-20,2017,3202,1610612744,400975215,2,0,41,1,"Pullup Jump shot","2PT Field Goal",19,"Memphis Grizzlies",120,159,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-01-20,2017,3202,1610612744,400975425,1,2,21,0,"Pullup Jump shot","2PT Field Goal",19,"Houston Rockets",41,194,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-04-08,2017,3202,1610612744,400975949,3,7,51,1,"Pullup Jump shot","2PT Field Goal",19,"Phoenix Suns",-138,137,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-04-08,2017,3202,1610612744,400975949,1,0,39,0,"Pullup Jump shot","3PT Field Goal",25,"Phoenix Suns",-90,237,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-04-08,2017,3202,1610612744,400975949,3,0,12,0,"Pullup Jump shot","2PT Field Goal",21,"Phoenix Suns",-121,179,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-04-01,2017,3202,1610612744,400975899,4,4,34,0,"Pullup Jump shot","2PT Field Goal",19,"Phoenix Suns",100,169,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-04-01,2017,3202,1610612744,400975899,4,5,09,1,"Pullup Jump shot","2PT Field Goal",19,"Phoenix Suns",117,155,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-04-01,2017,3202,1610612744,400975899,3,10,59,0,"Pullup Jump shot","2PT Field Goal",19,"Phoenix Suns",-16,194,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-02-26,2017,3202,1610612744,400975646,2,2,34,0,"Pullup Jump shot","3PT Field Goal",27,"New York Knicks",100,256,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-02-26,2017,3202,1610612744,400975646,2,2,05,1,"Pullup Jump shot","2PT Field Goal",15,"New York Knicks",7,153,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-02-26,2017,3202,1610612744,400975646,3,2,31,0,"Pullup Jump shot","2PT Field Goal",19,"New York Knicks",85,173,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-01-03,2017,3202,1610612744,400975308,1,11,15,0,"Pullup Jump shot","2PT Field Goal",10,"Dallas Mavericks",-85,60,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-01-03,2017,3202,1610612744,400975308,1,2,14,1,"Pullup Jump shot","2PT Field Goal",13,"Dallas Mavericks",101,96,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-04-01,2017,3202,1610612744,400975899,2,2,27,0,"Pullup Jump shot","2PT Field Goal",14,"Phoenix Suns",-106,100,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-01-12,2017,3202,1610612744,400975368,4,3,16,0,"Pullup Jump shot","2PT Field Goal",16,"Milwaukee Bucks",-62,157,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-01-12,2017,3202,1610612744,400975368,3,6,09,0,"Pullup Jump shot","3PT Field Goal",25,"Milwaukee Bucks",112,225,0,0.00,,0.00,0.00
