name,team_name,game_date,season,espn_player_id,team_id,espn_game_id,period,minutes_remaining,seconds_remaining,shot_made_flag,action_type,shot_type,shot_distance,opponent,x,y,dribbles,touch_time,defender_name,defender_distance,shot_clock
"Kevin Durant","Golden State Warriors",2018-01-12,2017,3202,1610612744,400975368,3,2,50,1,"Pullup Jump shot","2PT Field Goal",18,"Milwaukee Bucks",97,159,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-12-11,2017,3202,1610612744,400975146,2,2,40,1,"Pullup Jump shot","3PT Field Goal",25,"Portland Trail Blazers",-135,220,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-12-27,2017,3202,1610612744,400975260,3,10,48,1,"Pullup Jump shot","3PT Field Goal",26,"Utah Jazz",151,218,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-12-11,2017,3202,1610612744,400975146,2,4,15,1,"Pullup Jump shot","2PT Field Goal",9,"Portland Trail Blazers",-93,5,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-02-28,2017,3202,1610612744,400975663,3,4,47,0,"Pullup Jump shot","3PT Field Goal",27,"Washington Wizards",-8,273,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-02-06,2017,3202,1610612744,400975549,3,8,07,1,"Pullup Jump shot","2PT Field Goal",14,"Oklahoma City Thunder",117,84,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-02-06,2017,3202,1610612744,400975549,3,4,31,0,"Pullup Jump shot","3PT Field Goal",24,"Oklahoma City Thunder",-89,231,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-02-06,2017,3202,1610612744,400975549,3,6,43,0,"Pullup Jump shot","2PT Field Goal",15,"Oklahoma City Thunder",127,90,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-02-06,2017,3202,1610612744,400975549,1,1,13,1,"Pullup Jump shot","2PT Field Goal",11,"Oklahoma City Thunder",113,23,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-02-06,2017,3202,1610612744,400975549,1,6,12,0,"Pullup Jump shot","3PT Field Goal",24,"Oklahoma City Thunder",156,193,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-01-30,2017,3202,1610612744,400975497,3,6,58,0,"Pullup Jump shot","2PT Field Goal",14,"Utah Jazz",-43,141,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-02-28,2017,3202,1610612744,400975663,4,1,04,0,"Pullup Jump shot","2PT Field Goal",20,"Washington Wizards",160,121,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-04-01,2017,3202,1610612744,400975899,4,2,00,1,"Pullup Jump shot","3PT Field Goal",30,"Phoenix Suns",129,280,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-04-01,2017,3202,1610612744,400975899,3,0,04,0,"Pullup Jump shot","3PT Field Goal",27,"Phoenix Suns",-99,258,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-04-01,2017,3202,1610612744,400975899,1,4,30,0,"Pullup Jump shot","3PT Field Goal",26,"Phoenix Suns",-93,247,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-04-01,2017,3202,1610612744,400975899,4,4,04,1,"Pullup Jump shot","2PT Field Goal",17,"Phoenix Suns",70,164,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-04-01,2017,3202,1610612744,400975899,2,0,56,1,"Pullup Jump shot","3PT Field Goal",26,"Phoenix Suns",7,263,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-02-28,2017,3202,1610612744,400975663,4,6,41,0,"Pullup Jump shot","2PT Field Goal",20,"Washington Wizards",73,188,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-02-28,2017,3202,1610612744,400975663,4,4,32,0,"Pullup Jump shot","2PT Field Goal",13,"Washington Wizards",127,52,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-02-28,2017,3202,1610612744,400975663,1,7,16,0,"Pullup Jump shot","2PT Field Goal",22,"Washington Wizards",-24,224,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-02-28,2017,3202,1610612744,400975663,2,5,08,0,"Pullup Jump shot","3PT Field Goal",29,"Washington Wizards",-182,231,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-02-28,2017,3202,1610612744,400975663,1,7,53,1,"Pullup Jump shot","3PT Field Goal",26,"Washington Wizards",-129,232,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-04-10,2017,3202,1610612744,400975963,1,6,14,0,"Pullup Jump shot","2PT Field Goal",18,"Utah Jazz",105,155,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-04-10,2017,3202,1610612744,400975963,1,11,28,0,"Pullup Jump shot","2PT Field Goal",14,"Utah Jazz",-97,114,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-04-03,2017,3202,1610612744,400975909,1,5,10,1,"Pullup Jump shot","2PT Field Goal",13,"Oklahoma City Thunder",78,110,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-04-03,2017,3202,1610612744,400975909,3,4,02,0,"Pullup Jump shot","2PT Field Goal",15,"Oklahoma City Thunder",45,145,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-04-03,2017,3202,1610612744,400975909,3,2,05,0,"Pullup Jump shot","3PT Field Goal",26,"Oklahoma City Thunder",152,220,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-04-03,2017,3202,1610612744,400975909,2,3,48,1,"Pullup Jump shot","2PT Field Goal",16,"Oklahoma City Thunder",43,164,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-02-14,2017,3202,1610612744,400975610,4,1,04,0,"Pullup Jump shot","3PT Field Goal",24,"Portland Trail Blazers",210,125,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-04-03,2017,3202,1610612744,400975909,3,10,28,0,"Pullup Jump shot","3PT Field Goal",25,"Oklahoma City Thunder",-59,243,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-04-03,2017,3202,1610612744,400975909,4,1,36,0,"Pullup Jump shot","2PT Field Goal",17,"Oklahoma City Thunder",89,153,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-04-03,2017,3202,1610612744,400975909,1,0,17,1,"Pullup Jump shot","3PT Field Goal",26,"Oklahoma City Thunder",-65,258,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-04-03,2017,3202,1610612744,400975909,4,0,41,0,"Pullup Jump shot","2PT Field Goal",19,"Oklahoma City Thunder",-89,177,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-04-03,2017,3202,1610612744,400975909,3,6,11,0,"Pullup Jump shot","3PT Field Goal",25,"Oklahoma City Thunder",-98,232,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-04-03,2017,3202,1610612744,400975909,3,7,19,0,"Pullup Jump shot","3PT Field Goal",24,"Oklahoma City Thunder",-81,229,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-02-14,2017,3202,1610612744,400975610,4,2,37,1,"Pullup Jump shot","3PT Field Goal",24,"Portland Trail Blazers",125,214,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-02-14,2017,3202,1610612744,400975610,3,7,53,1,"Pullup Jump shot","3PT Field Goal",28,"Portland Trail Blazers",-116,257,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-02-14,2017,3202,1610612744,400975610,2,2,31,1,"Pullup Jump shot","2PT Field Goal",17,"Portland Trail Blazers",-69,157,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-02-14,2017,3202,1610612744,400975610,3,0,48,0,"Pullup Jump shot","3PT Field Goal",25,"Portland Trail Blazers",103,230,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-02-14,2017,3202,1610612744,400975610,1,3,35,0,"Pullup Jump shot","3PT Field Goal",24,"Portland Trail Blazers",210,129,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-02-14,2017,3202,1610612744,400975610,1,10,04,1,"Pullup Jump shot","2PT Field Goal",14,"Portland Trail Blazers",82,115,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-02-14,2017,3202,1610612744,400975610,1,1,55,0,"Pullup Jump shot","3PT Field Goal",26,"Portland Trail Blazers",132,227,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-02-14,2017,3202,1610612744,400975610,1,0,34,0,"Pullup Jump shot","3PT Field Goal",25,"Portland Trail Blazers",95,234,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-02-14,2017,3202,1610612744,400975610,2,0,05,0,"Pullup Jump shot","3PT Field Goal",24,"Portland Trail Blazers",-190,153,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-02-14,2017,3202,1610612744,400975610,3,8,55,1,"Pullup Jump shot","3PT Field Goal",26,"Portland Trail Blazers",2,260,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-02-14,2017,3202,1610612744,400975610,3,0,00,0,"Pullup Jump shot","3PT Field Goal",56,"Portland Trail Blazers",-171,538,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-02-14,2017,3202,1610612744,400975610,4,3,09,1,"Pullup Jump shot","2PT Field Goal",19,"Portland Trail Blazers",-84,176,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-04-03,2017,3202,1610612744,400975909,1,5,59,0,"Pullup Jump shot","3PT Field Goal",26,"Oklahoma City Thunder",-175,201,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-04-03,2017,3202,1610612744,400975909,3,3,06,1,"Pullup Jump shot","2PT Field Goal",11,"Oklahoma City Thunder",-112,36,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-04-03,2017,3202,1610612744,400975909,4,4,58,1,"Pullup Jump shot","3PT Field Goal",25,"Oklahoma City Thunder",-75,239,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-04-03,2017,3202,1610612744,400975909,2,2,17,0,"Pullup Jump shot","3PT Field Goal",25,"Oklahoma City Thunder",-71,249,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-04-03,2017,3202,1610612744,400975909,1,1,27,0,"Pullup Jump shot","2PT Field Goal",14,"Oklahoma City Thunder",-6,143,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-04-03,2017,3202,1610612744,400975909,1,4,08,0,"Pullup Jump shot","2PT Field Goal",17,"Oklahoma City Thunder",84,155,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-04-03,2017,3202,1610612744,400975909,1,3,32,0,"Pullup Jump shot","2PT Field Goal",11,"Oklahoma City Thunder",116,-1,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-02-28,2017,3202,1610612744,400975663,1,11,13,1,"Running Dunk Shot","2PT Field Goal",3,"Washington Wizards",19,27,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-11-18,2017,3202,1610612744,400974982,1,3,08,1,"Running Dunk Shot","2PT Field Goal",0,"Philadelphia 76ers",-6,-6,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-02-28,2017,3202,1610612744,400975663,1,5,50,1,"Running Dunk Shot","2PT Field Goal",2,"Washington Wizards",8,21,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-02-08,2017,3202,1610612744,400975561,2,3,04,1,"Running Dunk Shot","2PT Field Goal",2,"Dallas Mavericks",2,29,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-11-06,2017,3202,1610612744,400974899,2,0,32,1,"Running Dunk Shot","2PT Field Goal",1,"Miami Heat",0,10,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-10-23,2017,3202,1610612744,400974796,1,7,31,1,"Running Dunk Shot","2PT Field Goal",0,"Dallas Mavericks",3,-7,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-02-08,2017,3202,1610612744,400975561,2,3,18,1,"Running Dunk Shot","2PT Field Goal",0,"Dallas Mavericks",2,-3,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-12-20,2017,3202,1610612744,400975215,4,1,59,1,"Running Dunk Shot","2PT Field Goal",0,"Memphis Grizzlies",7,4,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-03-02,2017,3202,1610612744,400975674,1,5,55,1,"Running Dunk Shot","2PT Field Goal",1,"Atlanta Hawks",0,13,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-01-23,2017,3202,1610612744,400975445,1,7,55,1,"Running Dunk Shot","2PT Field Goal",1,"New York Knicks",-7,8,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-11-22,2017,3202,1610612744,400975014,2,0,55,1,"Running Dunk Shot","2PT Field Goal",0,"Oklahoma City Thunder",-1,8,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-12-25,2017,3202,1610612744,400974446,4,6,19,1,"Running Dunk Shot","2PT Field Goal",2,"Cleveland Cavaliers",-6,21,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-11-18,2017,3202,1610612744,400974982,4,2,15,0,"Running Jump Shot","2PT Field Goal",15,"Philadelphia 76ers",63,146,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-03-02,2017,3202,1610612744,400975674,4,3,49,1,"Running Jump Shot","2PT Field Goal",6,"Atlanta Hawks",1,67,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-02-24,2017,3202,1610612744,400975633,1,5,58,1,"Running Jump Shot","2PT Field Goal",10,"Oklahoma City Thunder",-77,73,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-02-14,2017,3202,1610612744,400975610,1,10,34,1,"Running Jump Shot","2PT Field Goal",4,"Portland Trail Blazers",-46,0,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-10-21,2017,3202,1610612744,400974784,4,4,31,1,"Running Jump Shot","3PT Field Goal",23,"Memphis Grizzlies",232,0,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-10-21,2017,3202,1610612744,400974784,1,10,12,0,"Running Jump Shot","2PT Field Goal",20,"Memphis Grizzlies",-127,155,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-10-17,2017,3202,1610612744,400974438,2,6,14,1,"Running Jump Shot","3PT Field Goal",25,"Houston Rockets",151,204,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-10-21,2017,3202,1610612744,400974784,3,1,29,0,"Running Jump Shot","3PT Field Goal",25,"Memphis Grizzlies",1,255,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-03-29,2017,3202,1610612744,400975874,1,6,54,0,"Running Jump Shot","2PT Field Goal",14,"Milwaukee Bucks",-49,138,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-01-27,2017,3202,1610612744,400975474,2,3,04,1,"Running Jump Shot","2PT Field Goal",18,"Boston Celtics",-107,145,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-01-12,2017,3202,1610612744,400975368,3,11,33,0,"Running Jump Shot","3PT Field Goal",27,"Milwaukee Bucks",-133,241,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-10-21,2017,3202,1610612744,400974784,4,9,17,0,"Running Jump Shot","3PT Field Goal",26,"Memphis Grizzlies",98,248,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-12-04,2017,3202,1610612744,400975097,2,0,00,0,"Running Pull-Up Jump Shot","2PT Field Goal",10,"New Orleans Pelicans",104,6,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-02-06,2017,3202,1610612744,400975549,1,7,19,1,"Running Pull-Up Jump Shot","3PT Field Goal",26,"Oklahoma City Thunder",154,215,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-03-02,2017,3202,1610612744,400975674,3,5,48,0,"Running Pull-Up Jump Shot","3PT Field Goal",25,"Atlanta Hawks",110,227,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-02-06,2017,3202,1610612744,400975549,3,11,28,0,"Running Pull-Up Jump Shot","3PT Field Goal",27,"Oklahoma City Thunder",138,236,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-10-30,2017,3202,1610612744,400974851,1,8,57,1,"Running Pull-Up Jump Shot","3PT Field Goal",25,"Los Angeles Clippers",-127,226,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-02-06,2017,3202,1610612744,400975549,1,6,53,1,"Running Pull-Up Jump Shot","2PT Field Goal",19,"Oklahoma City Thunder",97,174,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-10-30,2017,3202,1610612744,400974851,3,7,57,1,"Running Pull-Up Jump Shot","2PT Field Goal",4,"Los Angeles Clippers",-40,13,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-01-13,2017,3202,1610612744,400975377,1,6,29,1,"Running Pull-Up Jump Shot","2PT Field Goal",9,"Toronto Raptors",-92,5,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-10-23,2017,3202,1610612744,400974796,2,7,29,0,"Step Back Jump shot","2PT Field Goal",21,"Dallas Mavericks",-92,195,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-12-04,2017,3202,1610612744,400975097,4,5,19,0,"Step Back Jump shot","2PT Field Goal",14,"New Orleans Pelicans",73,126,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-12-29,2017,3202,1610612744,400975274,1,4,43,0,"Step Back Jump shot","2PT Field Goal",13,"Charlotte Hornets",125,53,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-11-06,2017,3202,1610612744,400974899,4,3,28,1,"Step Back Jump shot","2PT Field Goal",12,"Miami Heat",44,119,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-10-21,2017,3202,1610612744,400974784,1,7,19,1,"Step Back Jump shot","2PT Field Goal",11,"Memphis Grizzlies",-103,55,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-02-26,2017,3202,1610612744,400975646,2,4,46,1,"Step Back Jump shot","3PT Field Goal",26,"New York Knicks",145,220,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-04-08,2017,3202,1610612744,400975949,3,9,50,1,"Step Back Jump shot","2PT Field Goal",13,"Phoenix Suns",93,95,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-01-20,2017,3202,1610612744,400975425,4,6,47,1,"Step Back Jump shot","2PT Field Goal",20,"Houston Rockets",-131,153,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-12-20,2017,3202,1610612744,400975215,4,5,26,0,"Step Back Jump shot","2PT Field Goal",20,"Memphis Grizzlies",-205,-4,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-12-11,2017,3202,1610612744,400975146,2,3,15,1,"Step Back Jump shot","2PT Field Goal",12,"Portland Trail Blazers",-122,0,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-01-10,2017,3202,1610612744,400975359,1,7,18,1,"Step Back Jump shot","2PT Field Goal",12,"Los Angeles Clippers",114,54,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-12-11,2017,3202,1610612744,400975146,1,0,05,0,"Step Back Jump shot","2PT Field Goal",18,"Portland Trail Blazers",90,166,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-01-10,2017,3202,1610612744,400975359,4,5,29,1,"Step Back Jump shot","3PT Field Goal",25,"Los Angeles Clippers",-184,178,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-02-03,2017,3202,1610612744,400975528,3,7,03,0,"Step Back Jump shot","3PT Field Goal",23,"Denver Nuggets",168,170,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-01-20,2017,3202,1610612744,400975425,2,6,47,0,"Step Back Jump shot","2PT Field Goal",18,"Houston Rockets",169,68,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-04-05,2017,3202,1610612744,400975921,3,9,21,0,"Step Back Jump shot","3PT Field Goal",26,"Indiana Pacers",95,251,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-11-22,2017,3202,1610612744,400975014,2,4,18,1,"Step Back Jump shot","2PT Field Goal",13,"Oklahoma City Thunder",127,41,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-12-23,2017,3202,1610612744,400975240,2,1,44,0,"Step Back Jump shot","2PT Field Goal",9,"Denver Nuggets",-90,26,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-03-02,2017,3202,1610612744,400975674,1,10,37,0,"Step Back Jump shot","2PT Field Goal",18,"Atlanta Hawks",4,185,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-01-30,2017,3202,1610612744,400975497,2,0,33,0,"Step Back Jump shot","2PT Field Goal",10,"Utah Jazz",-36,98,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-04-05,2017,3202,1610612744,400975921,1,9,12,0,"Step Back Jump shot","3PT Field Goal",27,"Indiana Pacers",186,198,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-02-14,2017,3202,1610612744,400975610,4,0,46,0,"Step Back Jump shot","2PT Field Goal",17,"Portland Trail Blazers",111,133,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-11-13,2017,3202,1610612744,400974950,2,4,08,1,"Step Back Jump shot","2PT Field Goal",19,"Orlando Magic",-2,199,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-02-24,2017,3202,1610612744,400975633,1,4,35,0,"Turnaround Jump Shot","2PT Field Goal",5,"Oklahoma City Thunder",-30,42,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-12-22,2017,3202,1610612744,400975230,3,3,46,0,"Turnaround Jump Shot","2PT Field Goal",15,"Los Angeles Lakers",106,110,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-02-22,2017,3202,1610612744,400975618,1,3,49,1,"Turnaround Jump Shot","2PT Field Goal",11,"Los Angeles Clippers",-13,112,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-10-21,2017,3202,1610612744,400974784,3,1,58,0,"Turnaround Jump Shot","2PT Field Goal",11,"Memphis Grizzlies",58,95,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-02-14,2017,3202,1610612744,400975610,3,4,34,0,"Turnaround Jump Shot","2PT Field Goal",13,"Portland Trail Blazers",3,133,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-01-03,2017,3202,1610612744,400975308,2,6,21,1,"Turnaround Jump Shot","2PT Field Goal",14,"Dallas Mavericks",-86,111,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-11-13,2017,3202,1610612744,400974950,2,6,54,1,"Turnaround Jump Shot","2PT Field Goal",17,"Orlando Magic",-7,175,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-11-13,2017,3202,1610612744,400974950,1,11,22,0,"Turnaround Jump Shot","2PT Field Goal",14,"Orlando Magic",-127,70,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-12-30,2017,3202,1610612744,400975281,1,3,28,1,"Turnaround Jump Shot","2PT Field Goal",13,"Memphis Grizzlies",38,127,0,0.00,,0.00,0.00
